entry,at,order
"-- ending hand #1538 --",2023-07-28T23:26:30.538Z,169058679053802
"""I'm shitting @ 7TP78l9kGR"" collected 1220 from pot with Three of a Kind, Q's (combination: Q♠, Q♥, Q♦, A♣, 9♣)",2023-07-28T23:26:30.538Z,169058679053801
"""I'm shitting @ 7TP78l9kGR"" shows a Q♠, 9♣.",2023-07-28T23:26:30.538Z,169058679053800
"""I'm standing @ 9gQ_8P10M1"" calls 360",2023-07-28T23:26:29.734Z,169058678973400
"""I'm shitting @ 7TP78l9kGR"" raises to 360",2023-07-28T23:26:22.996Z,169058678299600
"""I'm standing @ 9gQ_8P10M1"" bets 180",2023-07-28T23:26:19.730Z,169058677973000
"River: A♣, Q♥, 2♦, Q♦ [3♠]",2023-07-28T23:26:12.109Z,169058677210900
"""I'm shitting @ 7TP78l9kGR"" calls 100",2023-07-28T23:26:11.272Z,169058677127200
"""I'm standing @ 9gQ_8P10M1"" raises to 100",2023-07-28T23:26:08.059Z,169058676805900
"""I'm shitting @ 7TP78l9kGR"" bets 40",2023-07-28T23:26:04.362Z,169058676436200
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:25:59.150Z,169058675915000
"Turn: A♣, Q♥, 2♦ [Q♦]",2023-07-28T23:25:56.785Z,169058675678500
"""I'm standing @ 9gQ_8P10M1"" calls 60",2023-07-28T23:25:55.977Z,169058675597700
"""damo @ VUdv-wN0K4"" folds",2023-07-28T23:25:54.802Z,169058675480200
"""I'm shitting @ 7TP78l9kGR"" bets 60",2023-07-28T23:25:53.053Z,169058675305300
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:25:49.828Z,169058674982800
"Flop:  [A♣, Q♥, 2♦]",2023-07-28T23:25:47.878Z,169058674787800
"""I'm shitting @ 7TP78l9kGR"" calls 60",2023-07-28T23:25:47.030Z,169058674703000
"""I'm standing @ 9gQ_8P10M1"" calls 60",2023-07-28T23:25:44.986Z,169058674498600
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-28T23:25:43.947Z,169058674394700
"""I'm shitting @ 7TP78l9kGR"" posts a big blind of 20",2023-07-28T23:25:41.554Z,169058674155406
"""I'm standing @ 9gQ_8P10M1"" posts a small blind of 10",2023-07-28T23:25:41.554Z,169058674155405
"Your hand is Q♠, 9♣",2023-07-28T23:25:41.554Z,169058674155402
"Player stacks: #1 ""I'm shitting @ 7TP78l9kGR"" (710) | #5 ""damo @ VUdv-wN0K4"" (1870) | #7 ""I'm standing @ 9gQ_8P10M1"" (3420)",2023-07-28T23:25:41.554Z,169058674155401
"-- starting hand #1538 (id: ubfsollrbjfk)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-28T23:25:41.554Z,169058674155400
"""I'm standing @ 9gQ_8P10M1"" shows a Q♥, 8♥.",2023-07-28T23:25:39.777Z,169058673977700
"Undealt cards: 3♠, 7♣, 2♠, 2♦ [10♠]",2023-07-28T23:25:39.391Z,169058673939100
"""damo @ VUdv-wN0K4"" shows a 3♣, A♣.",2023-07-28T23:25:37.655Z,169058673765500
"-- ending hand #1537 --",2023-07-28T23:25:34.217Z,169058673421702
"""damo @ VUdv-wN0K4"" collected 280 from pot",2023-07-28T23:25:34.217Z,169058673421701
"Uncalled bet of 210 returned to ""damo @ VUdv-wN0K4""",2023-07-28T23:25:34.217Z,169058673421700
"""I'm standing @ 9gQ_8P10M1"" folds",2023-07-28T23:25:33.350Z,169058673335000
"""damo @ VUdv-wN0K4"" bets 210",2023-07-28T23:25:32.120Z,169058673212000
"Turn: 3♠, 7♣, 2♠ [2♦]",2023-07-28T23:25:29.731Z,169058672973100
"""I'm standing @ 9gQ_8P10M1"" calls 80",2023-07-28T23:25:28.883Z,169058672888300
"""damo @ VUdv-wN0K4"" bets 80",2023-07-28T23:25:27.135Z,169058672713500
"Flop:  [3♠, 7♣, 2♠]",2023-07-28T23:25:23.320Z,169058672332000
"""I'm standing @ 9gQ_8P10M1"" calls 60",2023-07-28T23:25:22.481Z,169058672248100
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-28T23:25:20.908Z,169058672090800
"""I'm shitting @ 7TP78l9kGR"" folds",2023-07-28T23:25:18.759Z,169058671875900
"""I'm standing @ 9gQ_8P10M1"" posts a big blind of 20",2023-07-28T23:25:16.604Z,169058671660406
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-28T23:25:16.604Z,169058671660405
"Your hand is 6♥, 8♠",2023-07-28T23:25:16.604Z,169058671660402
"Player stacks: #1 ""I'm shitting @ 7TP78l9kGR"" (710) | #5 ""damo @ VUdv-wN0K4"" (1730) | #7 ""I'm standing @ 9gQ_8P10M1"" (3560)",2023-07-28T23:25:16.604Z,169058671660401
"-- starting hand #1537 (id: aaa217mgokus)  (No Limit Texas Hold'em) (dealer: ""I'm shitting @ 7TP78l9kGR"") --",2023-07-28T23:25:16.604Z,169058671660400
"-- ending hand #1536 --",2023-07-28T23:25:10.593Z,169058671059303
"""I'm shitting @ 7TP78l9kGR"" shows a A♥, 8♣.",2023-07-28T23:25:10.593Z,169058671059302
"""I'm standing @ 9gQ_8P10M1"" collected 720 from pot with Pair, K's (combination: K♥, K♠, Q♥, J♦, 7♣)",2023-07-28T23:25:10.593Z,169058671059301
"""I'm standing @ 9gQ_8P10M1"" shows a K♥, 3♣.",2023-07-28T23:25:10.593Z,169058671059300
"""I'm standing @ 9gQ_8P10M1"" calls 180",2023-07-28T23:25:09.724Z,169058670972400
"""damo @ VUdv-wN0K4"" folds",2023-07-28T23:25:08.315Z,169058670831500
"""I'm shitting @ 7TP78l9kGR"" bets 180",2023-07-28T23:25:06.302Z,169058670630200
"River: 7♣, Q♥, J♦, 5♣ [K♠]",2023-07-28T23:25:02.093Z,169058670209300
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:25:01.256Z,169058670125600
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:24:59.886Z,169058669988600
"""I'm shitting @ 7TP78l9kGR"" checks",2023-07-28T23:24:58.328Z,169058669832800
"Turn: 7♣, Q♥, J♦ [5♣]",2023-07-28T23:24:55.997Z,169058669599700
"""I'm standing @ 9gQ_8P10M1"" calls 60",2023-07-28T23:24:55.122Z,169058669512200
"""damo @ VUdv-wN0K4"" calls 60",2023-07-28T23:24:53.851Z,169058669385100
"""I'm shitting @ 7TP78l9kGR"" bets 60",2023-07-28T23:24:49.541Z,169058668954100
"Flop:  [7♣, Q♥, J♦]",2023-07-28T23:24:40.559Z,169058668055900
"""I'm standing @ 9gQ_8P10M1"" calls 60",2023-07-28T23:24:39.700Z,169058667970000
"""damo @ VUdv-wN0K4"" calls 60",2023-07-28T23:24:37.610Z,169058667761000
"""I'm shitting @ 7TP78l9kGR"" raises to 60",2023-07-28T23:24:36.475Z,169058667647500
"""I'm standing @ 9gQ_8P10M1"" calls 20",2023-07-28T23:24:33.736Z,169058667373600
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-28T23:24:32.652Z,169058667265206
"""I'm shitting @ 7TP78l9kGR"" posts a small blind of 10",2023-07-28T23:24:32.652Z,169058667265205
"Your hand is A♥, 8♣",2023-07-28T23:24:32.652Z,169058667265202
"Player stacks: #1 ""I'm shitting @ 7TP78l9kGR"" (1010) | #5 ""damo @ VUdv-wN0K4"" (1850) | #7 ""I'm standing @ 9gQ_8P10M1"" (3140)",2023-07-28T23:24:32.652Z,169058667265201
"-- starting hand #1536 (id: 8s4qsamrotyv)  (No Limit Texas Hold'em) (dealer: ""I'm standing @ 9gQ_8P10M1"") --",2023-07-28T23:24:32.652Z,169058667265200
"Undealt cards:  [Q♦, K♣, 6♦, K♠, 10♠]",2023-07-28T23:24:28.490Z,169058666849000
"-- ending hand #1535 --",2023-07-28T23:24:26.716Z,169058666671602
"""I'm shitting @ 7TP78l9kGR"" collected 20 from pot",2023-07-28T23:24:26.716Z,169058666671601
"Uncalled bet of 10 returned to ""I'm shitting @ 7TP78l9kGR""",2023-07-28T23:24:26.716Z,169058666671600
"""I'm standing @ 9gQ_8P10M1"" folds",2023-07-28T23:24:25.849Z,169058666584900
"""damo @ VUdv-wN0K4"" folds",2023-07-28T23:24:22.994Z,169058666299400
"""I'm shitting @ 7TP78l9kGR"" posts a big blind of 20",2023-07-28T23:24:19.322Z,169058665932207
"""I'm standing @ 9gQ_8P10M1"" posts a small blind of 10",2023-07-28T23:24:19.322Z,169058665932206
"Your hand is J♠, 5♠",2023-07-28T23:24:19.322Z,169058665932203
"Player stacks: #1 ""I'm shitting @ 7TP78l9kGR"" (1000) | #5 ""damo @ VUdv-wN0K4"" (1850) | #7 ""I'm standing @ 9gQ_8P10M1"" (3150)",2023-07-28T23:24:19.322Z,169058665932202
"-- starting hand #1535 (id: etvojw3eagfc)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-28T23:24:19.322Z,169058665932201
"The player ""I'm shitting @ 7TP78l9kGR"" joined the game with a stack of 1000.",2023-07-28T23:24:19.322Z,169058665932200
"""I'm standing @ 9gQ_8P10M1"" shows a J♥, 3♣.",2023-07-28T23:24:17.270Z,169058665727000
"-- ending hand #1534 --",2023-07-28T23:24:15.719Z,169058665571902
"""damo @ VUdv-wN0K4"" collected 1000 from pot",2023-07-28T23:24:15.719Z,169058665571901
"Uncalled bet of 750 returned to ""damo @ VUdv-wN0K4""",2023-07-28T23:24:15.719Z,169058665571900
"""I'm standing @ 9gQ_8P10M1"" folds",2023-07-28T23:24:14.914Z,169058665491400
"""damo @ VUdv-wN0K4"" bets 750",2023-07-28T23:23:32.130Z,169058661213000
"River: A♠, J♦, K♦, 9♣ [9♥]",2023-07-28T23:23:26.692Z,169058660669200
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:23:25.855Z,169058660585500
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:23:24.283Z,169058660428300
"Turn: A♠, J♦, K♦ [9♣]",2023-07-28T23:23:17.387Z,169058659738700
"""damo @ VUdv-wN0K4"" calls 300",2023-07-28T23:23:16.504Z,169058659650400
"""I'm standing @ 9gQ_8P10M1"" bets 300",2023-07-28T23:23:12.864Z,169058659286400
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:23:10.715Z,169058659071500
"The admin approved the player ""I'm shitting @ 7TP78l9kGR"" participation with a stack of 1000.",2023-07-28T23:23:07.238Z,169058658723800
"Flop:  [A♠, J♦, K♦]",2023-07-28T23:23:06.431Z,169058658643100
"""I'm standing @ 9gQ_8P10M1"" calls 200",2023-07-28T23:23:05.571Z,169058658557100
"The player ""I'm shitting @ 7TP78l9kGR"" requested a seat.",2023-07-28T23:23:04.643Z,169058658464300
"""damo @ VUdv-wN0K4"" raises to 200",2023-07-28T23:23:02.836Z,169058658283600
"""I'm standing @ 9gQ_8P10M1"" raises to 80",2023-07-28T23:22:59.388Z,169058657938800
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-28T23:22:56.760Z,169058657676005
"""I'm standing @ 9gQ_8P10M1"" posts a small blind of 10",2023-07-28T23:22:56.760Z,169058657676004
"Player stacks: #5 ""damo @ VUdv-wN0K4"" (1350) | #7 ""I'm standing @ 9gQ_8P10M1"" (3650)",2023-07-28T23:22:56.760Z,169058657676001
"-- starting hand #1534 (id: gsape1xbcfux)  (No Limit Texas Hold'em) (dealer: ""I'm standing @ 9gQ_8P10M1"") --",2023-07-28T23:22:56.760Z,169058657676000
"-- ending hand #1533 --",2023-07-28T23:22:50.842Z,169058657084202
"""damo @ VUdv-wN0K4"" collected 40 from pot",2023-07-28T23:22:50.842Z,169058657084201
"Uncalled bet of 40 returned to ""damo @ VUdv-wN0K4""",2023-07-28T23:22:50.842Z,169058657084200
"""I'm standing @ 9gQ_8P10M1"" folds",2023-07-28T23:22:50.040Z,169058657004000
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-28T23:22:47.516Z,169058656751600
"""I'm standing @ 9gQ_8P10M1"" posts a big blind of 20",2023-07-28T23:22:44.971Z,169058656497106
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-28T23:22:44.971Z,169058656497105
"Player stacks: #5 ""damo @ VUdv-wN0K4"" (1330) | #7 ""I'm standing @ 9gQ_8P10M1"" (3670)",2023-07-28T23:22:44.971Z,169058656497102
"-- starting hand #1533 (id: aotzaaibs1pl)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-28T23:22:44.971Z,169058656497101
"The player ""I'm sitting @ 7TP78l9kGR"" quits the game with a stack of 0.",2023-07-28T23:22:44.971Z,169058656497100
"-- ending hand #1532 --",2023-07-28T23:22:38.910Z,169058655891001
"""damo @ VUdv-wN0K4"" collected 364 from pot with Pair, 9's (combination: 9♦, 9♠, K♦, 7♣, 6♣)",2023-07-28T23:22:38.910Z,169058655891000
"River: 7♣, 9♠, 6♣, 2♥ [K♦]",2023-07-28T23:22:34.899Z,169058655489900
"""damo @ VUdv-wN0K4"" shows a 4♥, 9♦.",2023-07-28T23:22:30.827Z,169058655082701
"""I'm sitting @ 7TP78l9kGR"" shows a 10♦, J♥.",2023-07-28T23:22:30.827Z,169058655082700
"Some players choose to not run it twice.",2023-07-28T23:22:30.004Z,169058655000401
"""damo @ VUdv-wN0K4"" chooses to not run it twice.",2023-07-28T23:22:30.004Z,169058655000400
"Remaining players decide whether to run it twice.",2023-07-28T23:22:28.081Z,169058654808101
"""damo @ VUdv-wN0K4"" calls 122",2023-07-28T23:22:28.081Z,169058654808100
"""I'm sitting @ 7TP78l9kGR"" bets 122 and go all in",2023-07-28T23:22:26.543Z,169058654654300
"Turn: 7♣, 9♠, 6♣ [2♥]",2023-07-28T23:22:21.279Z,169058654127900
"""I'm sitting @ 7TP78l9kGR"" calls 40",2023-07-28T23:22:20.423Z,169058654042300
"""damo @ VUdv-wN0K4"" bets 40",2023-07-28T23:22:19.098Z,169058653909800
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:22:16.729Z,169058653672900
"Flop:  [7♣, 9♠, 6♣]",2023-07-28T23:22:12.342Z,169058653234200
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:22:11.478Z,169058653147800
"""I'm sitting @ 7TP78l9kGR"" calls 20",2023-07-28T23:22:10.530Z,169058653053000
"""I'm standing @ 9gQ_8P10M1"" folds",2023-07-28T23:22:06.332Z,169058652633200
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-28T23:22:04.735Z,169058652473506
"""I'm sitting @ 7TP78l9kGR"" posts a small blind of 10",2023-07-28T23:22:04.735Z,169058652473505
"Your hand is 10♦, J♥",2023-07-28T23:22:04.735Z,169058652473502
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (182) | #5 ""damo @ VUdv-wN0K4"" (1148) | #7 ""I'm standing @ 9gQ_8P10M1"" (3670)",2023-07-28T23:22:04.735Z,169058652473501
"-- starting hand #1532 (id: cznape9rk6kv)  (No Limit Texas Hold'em) (dealer: ""I'm standing @ 9gQ_8P10M1"") --",2023-07-28T23:22:04.735Z,169058652473500
"""I'm standing @ 9gQ_8P10M1"" shows a K♦, J♦.",2023-07-28T23:22:00.090Z,169058652009000
"Undealt cards: 9♠, A♦, 2♦ [3♣, 9♣]",2023-07-28T23:21:59.262Z,169058651926200
"-- ending hand #1531 --",2023-07-28T23:21:58.112Z,169058651811202
"""I'm standing @ 9gQ_8P10M1"" collected 360 from pot",2023-07-28T23:21:58.112Z,169058651811201
"Uncalled bet of 110 returned to ""I'm standing @ 9gQ_8P10M1""",2023-07-28T23:21:58.112Z,169058651811200
"""damo @ VUdv-wN0K4"" folds",2023-07-28T23:21:57.250Z,169058651725000
"""I'm sitting @ 7TP78l9kGR"" folds",2023-07-28T23:21:56.286Z,169058651628600
"""I'm standing @ 9gQ_8P10M1"" raises to 200",2023-07-28T23:21:55.316Z,169058651531600
"""damo @ VUdv-wN0K4"" bets 90",2023-07-28T23:21:51.933Z,169058651193300
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:21:49.605Z,169058650960500
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:21:48.163Z,169058650816300
"Flop:  [9♠, A♦, 2♦]",2023-07-28T23:21:45.884Z,169058650588400
"""I'm sitting @ 7TP78l9kGR"" calls 60",2023-07-28T23:21:45.063Z,169058650506300
"""I'm standing @ 9gQ_8P10M1"" calls 60",2023-07-28T23:21:41.880Z,169058650188000
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-28T23:21:40.552Z,169058650055200
"""I'm sitting @ 7TP78l9kGR"" posts a big blind of 20",2023-07-28T23:21:35.821Z,169058649582106
"""I'm standing @ 9gQ_8P10M1"" posts a small blind of 10",2023-07-28T23:21:35.821Z,169058649582105
"Your hand is 6♠, 10♠",2023-07-28T23:21:35.821Z,169058649582102
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (242) | #5 ""damo @ VUdv-wN0K4"" (1298) | #7 ""I'm standing @ 9gQ_8P10M1"" (3460)",2023-07-28T23:21:35.821Z,169058649582101
"-- starting hand #1531 (id: ap6afirkadrx)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-28T23:21:35.821Z,169058649582100
"-- ending hand #1530 --",2023-07-28T23:21:29.811Z,169058648981103
"""I'm sitting @ 7TP78l9kGR"" shows a 2♥, A♥.",2023-07-28T23:21:29.811Z,169058648981102
"""I'm standing @ 9gQ_8P10M1"" collected 960 from pot with Two Pair, 10's & 5's (combination: 10♦, 10♥, 5♥, 5♦, A♦)",2023-07-28T23:21:29.811Z,169058648981101
"""I'm standing @ 9gQ_8P10M1"" shows a 10♦, 5♥.",2023-07-28T23:21:29.811Z,169058648981100
"""I'm standing @ 9gQ_8P10M1"" calls 360",2023-07-28T23:21:29.002Z,169058648900200
"""I'm sitting @ 7TP78l9kGR"" raises to 360",2023-07-28T23:21:27.532Z,169058648753200
"""I'm standing @ 9gQ_8P10M1"" bets 180",2023-07-28T23:21:22.711Z,169058648271100
"River: Q♣, A♦, 5♦, 10♥ [7♠]",2023-07-28T23:21:18.599Z,169058647859900
"""I'm sitting @ 7TP78l9kGR"" calls 60",2023-07-28T23:21:17.775Z,169058647777500
"""I'm standing @ 9gQ_8P10M1"" bets 60",2023-07-28T23:21:14.458Z,169058647445800
"Turn: Q♣, A♦, 5♦ [10♥]",2023-07-28T23:21:12.192Z,169058647219200
"""damo @ VUdv-wN0K4"" folds",2023-07-28T23:21:11.320Z,169058647132000
"""I'm sitting @ 7TP78l9kGR"" calls 30",2023-07-28T23:21:10.272Z,169058647027200
"""I'm standing @ 9gQ_8P10M1"" bets 30",2023-07-28T23:21:08.951Z,169058646895100
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:21:06.671Z,169058646667100
"Flop:  [Q♣, A♦, 5♦]",2023-07-28T23:21:04.985Z,169058646498500
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:21:04.101Z,169058646410100
"""damo @ VUdv-wN0K4"" calls 20",2023-07-28T23:21:03.069Z,169058646306900
"""I'm sitting @ 7TP78l9kGR"" calls 20",2023-07-28T23:21:01.669Z,169058646166900
"""I'm standing @ 9gQ_8P10M1"" posts a big blind of 20",2023-07-28T23:20:58.577Z,169058645857706
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-28T23:20:58.577Z,169058645857705
"Your hand is 2♥, A♥",2023-07-28T23:20:58.577Z,169058645857702
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (712) | #5 ""damo @ VUdv-wN0K4"" (1318) | #7 ""I'm standing @ 9gQ_8P10M1"" (2970)",2023-07-28T23:20:58.577Z,169058645857701
"-- starting hand #1530 (id: rjr5ljzgkzbk)  (No Limit Texas Hold'em) (dealer: ""I'm sitting @ 7TP78l9kGR"") --",2023-07-28T23:20:58.577Z,169058645857700
"""damo @ VUdv-wN0K4"" shows a 5♠, 6♥.",2023-07-28T23:20:55.199Z,169058645519900
"-- ending hand #1529 --",2023-07-28T23:20:51.963Z,169058645196303
"""I'm sitting @ 7TP78l9kGR"" shows a 7♠, 6♠.",2023-07-28T23:20:51.963Z,169058645196302
"""I'm standing @ 9gQ_8P10M1"" collected 1446 from pot with Pair, Q's (combination: Q♠, Q♥, K♦, 10♠, 9♦)",2023-07-28T23:20:51.963Z,169058645196301
"""I'm standing @ 9gQ_8P10M1"" shows a Q♠, Q♥.",2023-07-28T23:20:51.963Z,169058645196300
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:20:51.157Z,169058645115700
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:20:49.883Z,169058644988300
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:20:48.257Z,169058644825700
"River: 9♦, 10♠, 7♥, 2♣ [K♦]",2023-07-28T23:20:46.401Z,169058644640100
"""damo @ VUdv-wN0K4"" calls 222",2023-07-28T23:20:45.529Z,169058644552900
"""I'm sitting @ 7TP78l9kGR"" calls 222",2023-07-28T23:20:44.161Z,169058644416100
"""I'm standing @ 9gQ_8P10M1"" bets 222",2023-07-28T23:20:33.784Z,169058643378400
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:20:19.633Z,169058641963300
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:20:17.948Z,169058641794800
"Turn: 9♦, 10♠, 7♥ [2♣]",2023-07-28T23:20:13.586Z,169058641358600
"""I'm sitting @ 7TP78l9kGR"" calls 180",2023-07-28T23:20:12.772Z,169058641277200
"""I'm standing @ 9gQ_8P10M1"" calls 180",2023-07-28T23:20:11.852Z,169058641185200
"""damo @ VUdv-wN0K4"" bets 180",2023-07-28T23:20:09.913Z,169058640991300
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:20:07.082Z,169058640708200
"Flop:  [9♦, 10♠, 7♥]",2023-07-28T23:19:55.854Z,169058639585400
"""damo @ VUdv-wN0K4"" calls 80",2023-07-28T23:19:54.976Z,169058639497600
"""I'm sitting @ 7TP78l9kGR"" calls 80",2023-07-28T23:19:53.983Z,169058639398300
"""I'm standing @ 9gQ_8P10M1"" raises to 80",2023-07-28T23:19:52.769Z,169058639276900
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-28T23:19:50.333Z,169058639033306
"""I'm sitting @ 7TP78l9kGR"" posts a small blind of 10",2023-07-28T23:19:50.333Z,169058639033305
"Your hand is 7♠, 6♠",2023-07-28T23:19:50.333Z,169058639033302
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1194) | #5 ""damo @ VUdv-wN0K4"" (1800) | #7 ""I'm standing @ 9gQ_8P10M1"" (2006)",2023-07-28T23:19:50.333Z,169058639033301
"-- starting hand #1529 (id: hyzxljghagdb)  (No Limit Texas Hold'em) (dealer: ""I'm standing @ 9gQ_8P10M1"") --",2023-07-28T23:19:50.333Z,169058639033300
"-- ending hand #1528 --",2023-07-28T23:19:44.327Z,169058638432701
"""damo @ VUdv-wN0K4"" collected 1800 from pot with Flush, Qd High (combination: Q♦, J♦, 9♦, 6♦, 5♦)",2023-07-28T23:19:44.327Z,169058638432700
"River: 9♦, 6♦, A♣, 5♦ [8♥]",2023-07-28T23:19:40.323Z,169058638032300
"Turn: 9♦, 6♦, A♣ [5♦]",2023-07-28T23:19:36.281Z,169058637628100
"""damo @ VUdv-wN0K4"" shows a Q♦, J♦.",2023-07-28T23:19:32.273Z,169058637227300
"Some players choose to not run it twice.",2023-07-28T23:19:31.422Z,169058637142201
"""damo @ VUdv-wN0K4"" chooses to not run it twice.",2023-07-28T23:19:31.422Z,169058637142200
"""I'm standing @ 9gQ_8P10M1"" shows a A♥, 6♣.",2023-07-28T23:19:29.698Z,169058636969800
"Remaining players decide whether to run it twice.",2023-07-28T23:19:28.134Z,169058636813401
"""I'm standing @ 9gQ_8P10M1"" calls 780",2023-07-28T23:19:28.134Z,169058636813400
"""damo @ VUdv-wN0K4"" raises to 780 and go all in",2023-07-28T23:19:27.147Z,169058636714700
"""I'm sitting @ 7TP78l9kGR"" folds",2023-07-28T23:19:24.359Z,169058636435900
"""I'm standing @ 9gQ_8P10M1"" raises to 360",2023-07-28T23:19:22.617Z,169058636261700
"""damo @ VUdv-wN0K4"" bets 180",2023-07-28T23:19:20.355Z,169058636035500
"""I'm sitting @ 7TP78l9kGR"" checks",2023-07-28T23:19:17.777Z,169058635777700
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:19:16.719Z,169058635671900
"Flop:  [9♦, 6♦, A♣]",2023-07-28T23:19:13.385Z,169058635338500
"""I'm sitting @ 7TP78l9kGR"" calls 80",2023-07-28T23:19:12.504Z,169058635250400
"""I'm standing @ 9gQ_8P10M1"" calls 80",2023-07-28T23:19:11.327Z,169058635132700
"""damo @ VUdv-wN0K4"" raises to 80",2023-07-28T23:19:10.012Z,169058635001200
"""I'm sitting @ 7TP78l9kGR"" posts a big blind of 20",2023-07-28T23:19:07.781Z,169058634778106
"""I'm standing @ 9gQ_8P10M1"" posts a small blind of 10",2023-07-28T23:19:07.781Z,169058634778105
"Your hand is K♣, 9♥",2023-07-28T23:19:07.781Z,169058634778102
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1274) | #5 ""damo @ VUdv-wN0K4"" (860) | #7 ""I'm standing @ 9gQ_8P10M1"" (2866)",2023-07-28T23:19:07.781Z,169058634778101
"-- starting hand #1528 (id: gvuodaugjzjq)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-28T23:19:07.781Z,169058634778100
"-- ending hand #1527 --",2023-07-28T23:19:01.777Z,169058634177702
"""I'm standing @ 9gQ_8P10M1"" collected 40 from pot",2023-07-28T23:19:01.777Z,169058634177701
"Uncalled bet of 40 returned to ""I'm standing @ 9gQ_8P10M1""",2023-07-28T23:19:01.777Z,169058634177700
"""damo @ VUdv-wN0K4"" folds",2023-07-28T23:19:00.905Z,169058634090500
"""I'm standing @ 9gQ_8P10M1"" bets 40",2023-07-28T23:18:59.892Z,169058633989200
"""damo @ VUdv-wN0K4"" checks",2023-07-28T23:18:57.792Z,169058633779200
"Flop:  [J♥, Q♠, 9♣]",2023-07-28T23:18:55.858Z,169058633585800
"""I'm standing @ 9gQ_8P10M1"" checks",2023-07-28T23:18:54.994Z,169058633499400
"""damo @ VUdv-wN0K4"" calls 20",2023-07-28T23:18:53.696Z,169058633369600
"""I'm sitting @ 7TP78l9kGR"" folds",2023-07-28T23:18:52.679Z,169058633267900
"""I'm standing @ 9gQ_8P10M1"" posts a big blind of 20",2023-07-28T23:18:50.854Z,169058633085406
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-28T23:18:50.854Z,169058633085405
"Your hand is 8♠, 6♦",2023-07-28T23:18:50.854Z,169058633085402
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1274) | #5 ""damo @ VUdv-wN0K4"" (880) | #7 ""I'm standing @ 9gQ_8P10M1"" (2846)",2023-07-28T23:18:50.854Z,169058633085401
"-- starting hand #1527 (id: weul2sj67oan)  (No Limit Texas Hold'em) (dealer: ""I'm sitting @ 7TP78l9kGR"") --",2023-07-28T23:18:50.854Z,169058633085400
"Undealt cards: 5♣, 4♣, K♦ [10♣, 10♠]",2023-07-28T23:18:45.518Z,169058632551800
"""I'm standing @ 9gQ_8P10M1"" shows a Q♠, K♠.",2023-07-28T23:18:45.351Z,169058632535100
"-- ending hand #1526 --",2023-07-28T23:18:44.246Z,169058632424602
"""I'm standing @ 9gQ_8P10M1"" collected 420 from pot",2023-07-28T23:18:44.246Z,169058632424601
"Uncalled bet of 210 returned to ""I'm standing @ 9gQ_8P10M1""",2023-07-28T23:18:44.246Z,169058632424600
