entry,at,order
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:28:07.727Z,169041408772704
"Your hand is 7♣, 6♣",2023-07-26T23:28:07.727Z,169041408772702
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1619) | #3 ""damo @ VUdv-wN0K4"" (1381)",2023-07-26T23:28:07.727Z,169041408772701
"-- starting hand #1435 (id: bcmakvpgw8al)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:28:07.727Z,169041408772700
"-- ending hand #1434 --",2023-07-26T23:28:04.775Z,169041408477502
"""damo @ VUdv-wN0K4"" collected 750 from pot",2023-07-26T23:28:04.775Z,169041408477501
"Uncalled bet of 562 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:28:04.775Z,169041408477500
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:28:03.962Z,169041408396200
"""damo @ VUdv-wN0K4"" bets 562",2023-07-26T23:27:41.500Z,169041406150000
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:27:36.361Z,169041405636100
"River: Q♣, 8♠, 3♣, 6♠ [10♦]",2023-07-26T23:27:33.263Z,169041405326300
"""damo1 @ 7TP78l9kGR"" calls 225",2023-07-26T23:27:32.411Z,169041405241100
"""damo @ VUdv-wN0K4"" bets 225",2023-07-26T23:27:30.982Z,169041405098200
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:27:28.974Z,169041404897400
"Turn: Q♣, 8♠, 3♣ [6♠]",2023-07-26T23:27:25.560Z,169041404556000
"""damo1 @ 7TP78l9kGR"" calls 90",2023-07-26T23:27:24.712Z,169041404471200
"""damo @ VUdv-wN0K4"" bets 90",2023-07-26T23:27:23.109Z,169041404310900
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:27:20.430Z,169041404043000
"Flop:  [Q♣, 8♠, 3♣]",2023-07-26T23:27:17.706Z,169041403770600
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:27:16.900Z,169041403690000
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:27:15.856Z,169041403585600
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:27:14.333Z,169041403433305
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:27:14.333Z,169041403433304
"Your hand is J♥, K♠",2023-07-26T23:27:14.333Z,169041403433302
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1994) | #3 ""damo @ VUdv-wN0K4"" (1006)",2023-07-26T23:27:14.333Z,169041403433301
"-- starting hand #1434 (id: kbierih01yv3)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:27:14.333Z,169041403433300
"""damo1 @ 7TP78l9kGR"" shows a 3♣, 5♥.",2023-07-26T23:27:09.482Z,169041402948200
"Undealt cards:  [8♠, K♦, J♥, A♠, 2♦]",2023-07-26T23:27:08.595Z,169041402859500
"""damo @ VUdv-wN0K4"" shows a 3♦, 7♠.",2023-07-26T23:27:07.611Z,169041402761100
"-- ending hand #1433 --",2023-07-26T23:27:07.030Z,169041402703002
"""damo @ VUdv-wN0K4"" collected 20 from pot",2023-07-26T23:27:07.030Z,169041402703001
"Uncalled bet of 10 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:27:07.030Z,169041402703000
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:27:06.134Z,169041402613400
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:27:04.530Z,169041402453005
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:27:04.530Z,169041402453004
"Your hand is 3♣, 5♥",2023-07-26T23:27:04.530Z,169041402453002
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (2004) | #3 ""damo @ VUdv-wN0K4"" (996)",2023-07-26T23:27:04.530Z,169041402453001
"-- starting hand #1433 (id: 2yi79n7b5ckz)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:27:04.530Z,169041402453000
"Undealt cards: A♠, 8♦, K♦ [A♦, 5♦]",2023-07-26T23:26:59.599Z,169041401959900
"-- ending hand #1432 --",2023-07-26T23:26:58.623Z,169041401862302
"""damo @ VUdv-wN0K4"" collected 120 from pot",2023-07-26T23:26:58.623Z,169041401862301
"Uncalled bet of 60 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:26:58.623Z,169041401862300
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:26:57.724Z,169041401772400
"""damo @ VUdv-wN0K4"" bets 60",2023-07-26T23:26:56.815Z,169041401681500
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:26:54.503Z,169041401450300
"Flop:  [A♠, 8♦, K♦]",2023-07-26T23:26:52.510Z,169041401251000
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:26:51.689Z,169041401168900
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:26:50.401Z,169041401040100
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:26:48.208Z,169041400820805
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:26:48.208Z,169041400820804
"Your hand is 7♣, 5♥",2023-07-26T23:26:48.208Z,169041400820802
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (2064) | #3 ""damo @ VUdv-wN0K4"" (936)",2023-07-26T23:26:48.208Z,169041400820801
"-- starting hand #1432 (id: cwl3uookhuau)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:26:48.208Z,169041400820800
"""damo1 @ 7TP78l9kGR"" shows a 10♠, 6♦.",2023-07-26T23:26:45.127Z,169041400512700
"Undealt cards:  [6♠, A♠, 10♥, J♦, 3♥]",2023-07-26T23:26:42.484Z,169041400248400
"""damo @ VUdv-wN0K4"" shows a 6♥, 5♠.",2023-07-26T23:26:41.747Z,169041400174700
"-- ending hand #1431 --",2023-07-26T23:26:40.855Z,169041400085502
"""damo @ VUdv-wN0K4"" collected 20 from pot",2023-07-26T23:26:40.855Z,169041400085501
"Uncalled bet of 10 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:26:40.855Z,169041400085500
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:26:40.010Z,169041400001000
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:26:32.492Z,169041399249205
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:26:32.492Z,169041399249204
"Your hand is 10♠, 6♦",2023-07-26T23:26:32.492Z,169041399249202
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (2074) | #3 ""damo @ VUdv-wN0K4"" (926)",2023-07-26T23:26:32.492Z,169041399249201
"-- starting hand #1431 (id: 8ytrrwkkxthu)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:26:32.492Z,169041399249200
"-- ending hand #1430 --",2023-07-26T23:26:29.588Z,169041398958802
"""damo1 @ 7TP78l9kGR"" collected 960 from pot",2023-07-26T23:26:29.588Z,169041398958801
"Uncalled bet of 926 returned to ""damo1 @ 7TP78l9kGR""",2023-07-26T23:26:29.588Z,169041398958800
"""damo @ VUdv-wN0K4"" folds",2023-07-26T23:26:28.761Z,169041398876100
"""damo1 @ 7TP78l9kGR"" raises to 1166",2023-07-26T23:26:27.775Z,169041398777500
"""damo @ VUdv-wN0K4"" bets 240",2023-07-26T23:26:23.124Z,169041398312400
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:26:20.162Z,169041398016200
"River: 8♣, 7♣, 4♠, 10♣ [2♠]",2023-07-26T23:26:17.567Z,169041397756700
"""damo @ VUdv-wN0K4"" calls 120",2023-07-26T23:26:16.696Z,169041397669600
"""damo1 @ 7TP78l9kGR"" bets 120",2023-07-26T23:26:15.717Z,169041397571700
"Turn: 8♣, 7♣, 4♠ [10♣]",2023-07-26T23:26:12.220Z,169041397222000
"""damo @ VUdv-wN0K4"" calls 60",2023-07-26T23:26:11.363Z,169041397136300
"""damo1 @ 7TP78l9kGR"" bets 60",2023-07-26T23:26:10.292Z,169041397029200
"Flop:  [8♣, 7♣, 4♠]",2023-07-26T23:26:05.011Z,169041396501100
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:26:04.171Z,169041396417100
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:26:03.229Z,169041396322900
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:26:01.251Z,169041396125105
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:26:01.251Z,169041396125104
"Your hand is 9♣, 6♠",2023-07-26T23:26:01.251Z,169041396125102
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1594) | #3 ""damo @ VUdv-wN0K4"" (1406)",2023-07-26T23:26:01.251Z,169041396125101
"-- starting hand #1430 (id: kc7sziy49xnx)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:26:01.251Z,169041396125100
"Undealt cards:  [J♣, 2♥, 10♣, 5♦, 10♥]",2023-07-26T23:25:56.327Z,169041395632700
"-- ending hand #1429 --",2023-07-26T23:25:55.345Z,169041395534502
"""damo @ VUdv-wN0K4"" collected 20 from pot",2023-07-26T23:25:55.345Z,169041395534501
"Uncalled bet of 10 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:25:55.345Z,169041395534500
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:25:54.529Z,169041395452900
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:25:53.239Z,169041395323905
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:25:53.239Z,169041395323904
"Your hand is 7♣, 5♥",2023-07-26T23:25:53.239Z,169041395323902
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1604) | #3 ""damo @ VUdv-wN0K4"" (1396)",2023-07-26T23:25:53.239Z,169041395323901
"-- starting hand #1429 (id: 8vkrpldsfcn2)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:25:53.239Z,169041395323900
"Undealt cards: 8♠, K♦, K♠ [A♠, 3♥]",2023-07-26T23:25:48.431Z,169041394843100
"-- ending hand #1428 --",2023-07-26T23:25:47.334Z,169041394733402
"""damo @ VUdv-wN0K4"" collected 120 from pot",2023-07-26T23:25:47.334Z,169041394733401
"Uncalled bet of 60 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:25:47.334Z,169041394733400
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:25:46.468Z,169041394646800
"""damo @ VUdv-wN0K4"" bets 60",2023-07-26T23:25:45.548Z,169041394554800
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:25:43.457Z,169041394345700
"Flop:  [8♠, K♦, K♠]",2023-07-26T23:25:41.215Z,169041394121500
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:25:40.397Z,169041394039700
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:25:38.428Z,169041393842800
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:25:36.610Z,169041393661005
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:25:36.610Z,169041393661004
"Your hand is 4♦, 3♠",2023-07-26T23:25:36.610Z,169041393661002
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1664) | #3 ""damo @ VUdv-wN0K4"" (1336)",2023-07-26T23:25:36.610Z,169041393661001
"-- starting hand #1428 (id: jepg0ptcnw3v)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:25:36.610Z,169041393661000
"""damo1 @ 7TP78l9kGR"" shows a 4♣, 6♠.",2023-07-26T23:25:33.179Z,169041393317900
"Undealt cards:  [9♥, K♠, 3♥, 5♣, 4♦]",2023-07-26T23:25:30.514Z,169041393051400
"""damo @ VUdv-wN0K4"" shows a 7♣, 3♦.",2023-07-26T23:25:30.206Z,169041393020600
"-- ending hand #1427 --",2023-07-26T23:25:29.303Z,169041392930302
"""damo @ VUdv-wN0K4"" collected 20 from pot",2023-07-26T23:25:29.303Z,169041392930301
"Uncalled bet of 10 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:25:29.303Z,169041392930300
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:25:28.410Z,169041392841000
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:25:26.597Z,169041392659705
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:25:26.597Z,169041392659704
"Your hand is 4♣, 6♠",2023-07-26T23:25:26.597Z,169041392659702
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1674) | #3 ""damo @ VUdv-wN0K4"" (1326)",2023-07-26T23:25:26.597Z,169041392659701
"-- starting hand #1427 (id: 76hfeqbl10vn)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:25:26.597Z,169041392659700
"""damo @ VUdv-wN0K4"" shows a 3♣, K♣.",2023-07-26T23:25:24.109Z,169041392410900
"Undealt cards: 6♠, 9♥, 7♥ [10♦, 10♥]",2023-07-26T23:25:20.543Z,169041392054300
"-- ending hand #1426 --",2023-07-26T23:25:19.991Z,169041391999102
"""damo1 @ 7TP78l9kGR"" collected 120 from pot",2023-07-26T23:25:19.991Z,169041391999101
"Uncalled bet of 60 returned to ""damo1 @ 7TP78l9kGR""",2023-07-26T23:25:19.991Z,169041391999100
"""damo @ VUdv-wN0K4"" folds",2023-07-26T23:25:19.130Z,169041391913000
"""damo1 @ 7TP78l9kGR"" bets 60",2023-07-26T23:25:17.970Z,169041391797000
"Flop:  [6♠, 9♥, 7♥]",2023-07-26T23:25:06.771Z,169041390677100
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:25:05.909Z,169041390590900
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:25:01.538Z,169041390153800
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:24:59.561Z,169041389956105
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:24:59.561Z,169041389956104
"Your hand is 6♦, 8♣",2023-07-26T23:24:59.561Z,169041389956102
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1614) | #3 ""damo @ VUdv-wN0K4"" (1386)",2023-07-26T23:24:59.561Z,169041389956101
"-- starting hand #1426 (id: 6sxgptkfisis)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:24:59.561Z,169041389956100
"-- ending hand #1425 --",2023-07-26T23:24:53.558Z,169041389355802
"""damo @ VUdv-wN0K4"" collected 440 from pot with Pair, 7's (combination: 7♠, 7♣, Q♦, J♥, 5♥)",2023-07-26T23:24:53.558Z,169041389355801
"""damo @ VUdv-wN0K4"" shows a J♥, 7♠.",2023-07-26T23:24:53.558Z,169041389355800
"""damo1 @ 7TP78l9kGR"" calls 100",2023-07-26T23:24:52.691Z,169041389269100
"""damo @ VUdv-wN0K4"" bets 100",2023-07-26T23:24:42.973Z,169041388297300
"River: 4♦, 5♥, Q♦, 2♥ [7♣]",2023-07-26T23:24:39.932Z,169041387993200
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:24:39.087Z,169041387908700
"""damo @ VUdv-wN0K4"" bets 60",2023-07-26T23:24:36.511Z,169041387651100
"Turn: 4♦, 5♥, Q♦ [2♥]",2023-07-26T23:24:33.408Z,169041387340800
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:24:32.575Z,169041387257500
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:24:31.337Z,169041387133700
"Flop:  [4♦, 5♥, Q♦]",2023-07-26T23:24:28.917Z,169041386891700
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:24:28.048Z,169041386804800
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:24:26.640Z,169041386664000
"""damo1 @ 7TP78l9kGR"" calls 20",2023-07-26T23:24:23.500Z,169041386350000
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:24:13.378Z,169041385337805
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:24:13.378Z,169041385337804
"Your hand is J♠, 5♠",2023-07-26T23:24:13.378Z,169041385337802
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1834) | #3 ""damo @ VUdv-wN0K4"" (1166)",2023-07-26T23:24:13.378Z,169041385337801
"-- starting hand #1425 (id: pfsrhfjbvume)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:24:13.378Z,169041385337800
"-- ending hand #1424 --",2023-07-26T23:24:07.371Z,169041384737103
"""damo1 @ 7TP78l9kGR"" shows a 9♠, K♥.",2023-07-26T23:24:07.371Z,169041384737102
"""damo @ VUdv-wN0K4"" collected 440 from pot with Two Pair, Q's & 6's (combination: Q♣, Q♦, 6♠, 6♥, J♦)",2023-07-26T23:24:07.371Z,169041384737101
"""damo @ VUdv-wN0K4"" shows a 8♦, 6♠.",2023-07-26T23:24:07.371Z,169041384737100
"""damo @ VUdv-wN0K4"" calls 100",2023-07-26T23:24:06.550Z,169041384655000
"""damo1 @ 7TP78l9kGR"" bets 100",2023-07-26T23:24:01.949Z,169041384194900
"River: J♦, 6♥, Q♣, 4♥ [Q♦]",2023-07-26T23:23:57.081Z,169041383708100
"""damo @ VUdv-wN0K4"" calls 60",2023-07-26T23:23:56.214Z,169041383621400
"""damo1 @ 7TP78l9kGR"" bets 60",2023-07-26T23:23:55.245Z,169041383524500
"Turn: J♦, 6♥, Q♣ [4♥]",2023-07-26T23:23:50.550Z,169041383055000
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:23:49.706Z,169041382970600
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:23:47.423Z,169041382742300
"Flop:  [J♦, 6♥, Q♣]",2023-07-26T23:23:40.261Z,169041382026100
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:23:39.436Z,169041381943600
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:23:36.253Z,169041381625300
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:23:33.852Z,169041381385206
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:23:33.852Z,169041381385205
"Your hand is 9♠, K♥",2023-07-26T23:23:33.852Z,169041381385203
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (2054) | #3 ""damo @ VUdv-wN0K4"" (946)",2023-07-26T23:23:33.852Z,169041381385202
"-- starting hand #1424 (id: ajj0hcg1mp68)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:23:33.852Z,169041381385201
"The player ""damo2 @ 9gQ_8P10M1"" quits the game with a stack of 0.",2023-07-26T23:23:33.852Z,169041381385200
"-- ending hand #1423 --",2023-07-26T23:23:27.774Z,169041380777403
"""damo2 @ 9gQ_8P10M1"" shows a 3♥, 5♠.",2023-07-26T23:23:27.774Z,169041380777402
"""damo @ VUdv-wN0K4"" collected 918 from pot with Straight, 6 High (combination: 6♣, 5♥, 4♦, 3♣, 2♥)",2023-07-26T23:23:27.774Z,169041380777401
"""damo @ VUdv-wN0K4"" shows a 6♣, 3♣.",2023-07-26T23:23:27.774Z,169041380777400
"""damo @ VUdv-wN0K4"" calls 319",2023-07-26T23:23:26.960Z,169041380696000
"""damo2 @ 9gQ_8P10M1"" raises to 319 and go all in",2023-07-26T23:23:24.718Z,169041380471800
"""damo @ VUdv-wN0K4"" bets 210",2023-07-26T23:23:19.714Z,169041379971400
"River: Q♠, 2♥, 5♥, 4♦ [2♣]",2023-07-26T23:23:15.900Z,169041379590000
"""damo2 @ 9gQ_8P10M1"" calls 80",2023-07-26T23:23:15.071Z,169041379507100
"""damo @ VUdv-wN0K4"" bets 80",2023-07-26T23:23:14.013Z,169041379401300
"Turn: Q♠, 2♥, 5♥ [4♦]",2023-07-26T23:23:10.832Z,169041379083200
"""damo2 @ 9gQ_8P10M1"" calls 40",2023-07-26T23:23:09.973Z,169041378997300
"""damo @ VUdv-wN0K4"" bets 40",2023-07-26T23:23:08.802Z,169041378880200
"Flop:  [Q♠, 2♥, 5♥]",2023-07-26T23:23:06.088Z,169041378608800
"""damo2 @ 9gQ_8P10M1"" checks",2023-07-26T23:23:05.242Z,169041378524200
"""damo @ VUdv-wN0K4"" calls 20",2023-07-26T23:23:03.974Z,169041378397400
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:23:02.163Z,169041378216300
"""damo2 @ 9gQ_8P10M1"" posts a big blind of 20",2023-07-26T23:23:00.746Z,169041378074606
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:23:00.746Z,169041378074605
"Your hand is 4♠, 6♥",2023-07-26T23:23:00.746Z,169041378074602
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (2054) | #3 ""damo @ VUdv-wN0K4"" (487) | #7 ""damo2 @ 9gQ_8P10M1"" (459)",2023-07-26T23:23:00.746Z,169041378074601
"-- starting hand #1423 (id: 6nml7p0ee9pe)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:23:00.746Z,169041378074600
"Undealt cards: 6♦, Q♦, 3♦ [K♦, J♠]",2023-07-26T23:22:55.510Z,169041377551000
"-- ending hand #1422 --",2023-07-26T23:22:54.805Z,169041377480502
"""damo1 @ 7TP78l9kGR"" collected 180 from pot",2023-07-26T23:22:54.805Z,169041377480501
"Uncalled bet of 70 returned to ""damo1 @ 7TP78l9kGR""",2023-07-26T23:22:54.805Z,169041377480500
"""damo2 @ 9gQ_8P10M1"" folds",2023-07-26T23:22:53.990Z,169041377399000
"""damo @ VUdv-wN0K4"" folds",2023-07-26T23:22:53.067Z,169041377306700
"""damo1 @ 7TP78l9kGR"" bets 70",2023-07-26T23:22:50.571Z,169041377057100
"Flop:  [6♦, Q♦, 3♦]",2023-07-26T23:22:43.334Z,169041376333400
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:22:42.470Z,169041376247000
"""damo2 @ 9gQ_8P10M1"" calls 60",2023-07-26T23:22:41.489Z,169041376148900
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:22:40.564Z,169041376056400
"""damo1 @ 7TP78l9kGR"" calls 20",2023-07-26T23:22:38.594Z,169041375859400
"""damo2 @ 9gQ_8P10M1"" calls 20",2023-07-26T23:22:35.556Z,169041375555600
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:22:33.983Z,169041375398306
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:22:33.983Z,169041375398305
"Your hand is 7♥, Q♠",2023-07-26T23:22:33.983Z,169041375398302
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1934) | #3 ""damo @ VUdv-wN0K4"" (547) | #7 ""damo2 @ 9gQ_8P10M1"" (519)",2023-07-26T23:22:33.983Z,169041375398301
"-- starting hand #1422 (id: nox9fkgckmlq)  (No Limit Texas Hold'em) (dealer: ""damo2 @ 9gQ_8P10M1"") --",2023-07-26T23:22:33.983Z,169041375398300
"""damo1 @ 7TP78l9kGR"" shows a 8♥, 3♠.",2023-07-26T23:22:28.713Z,169041374871300
"-- ending hand #1421 --",2023-07-26T23:22:27.437Z,169041374743702
"""damo2 @ 9gQ_8P10M1"" collected 160 from pot with Pair, 7's (combination: 7♣, 7♠, K♣, 9♥, 6♣)",2023-07-26T23:22:27.437Z,169041374743701
"""damo2 @ 9gQ_8P10M1"" shows a 9♥, 6♣.",2023-07-26T23:22:27.437Z,169041374743700
"""damo1 @ 7TP78l9kGR"" calls 20",2023-07-26T23:22:26.609Z,169041374660900
"""damo2 @ 9gQ_8P10M1"" bets 20",2023-07-26T23:22:22.805Z,169041374280500
"River: 4♥, 7♣, K♣, 5♠ [7♠]",2023-07-26T23:22:20.834Z,169041374083400
"""damo1 @ 7TP78l9kGR"" calls 20",2023-07-26T23:22:19.969Z,169041373996900
"""damo2 @ 9gQ_8P10M1"" bets 20",2023-07-26T23:22:15.777Z,169041373577700
"Turn: 4♥, 7♣, K♣ [5♠]",2023-07-26T23:22:14.231Z,169041373423100
"""damo1 @ 7TP78l9kGR"" calls 20",2023-07-26T23:22:13.410Z,169041373341000
"""damo2 @ 9gQ_8P10M1"" bets 20",2023-07-26T23:22:08.913Z,169041372891300
"Flop:  [4♥, 7♣, K♣]",2023-07-26T23:22:07.432Z,169041372743200
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:22:06.539Z,169041372653900
"""damo2 @ 9gQ_8P10M1"" calls 20",2023-07-26T23:22:05.544Z,169041372554400
"""damo @ VUdv-wN0K4"" folds",2023-07-26T23:22:02.710Z,169041372271000
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:22:01.320Z,169041372132006
"""damo2 @ 9gQ_8P10M1"" posts a small blind of 10",2023-07-26T23:22:01.320Z,169041372132005
"Your hand is 8♥, 3♠",2023-07-26T23:22:01.320Z,169041372132002
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (2014) | #3 ""damo @ VUdv-wN0K4"" (547) | #7 ""damo2 @ 9gQ_8P10M1"" (439)",2023-07-26T23:22:01.320Z,169041372132001
"-- starting hand #1421 (id: wbejmy5tosql)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:22:01.320Z,169041372132000
"Undealt cards: 3♦, 4♣, 8♣, 2♦ [7♣]",2023-07-26T23:21:56.342Z,169041371634200
"-- ending hand #1420 --",2023-07-26T23:21:55.407Z,169041371540702
"""damo @ VUdv-wN0K4"" collected 180 from pot",2023-07-26T23:21:55.407Z,169041371540701
"Uncalled bet of 180 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:21:55.407Z,169041371540700
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:21:54.506Z,169041371450600
"""damo2 @ 9gQ_8P10M1"" folds",2023-07-26T23:21:53.523Z,169041371352300
"""damo @ VUdv-wN0K4"" bets 180",2023-07-26T23:21:51.755Z,169041371175500
"Turn: 3♦, 4♣, 8♣ [2♦]",2023-07-26T23:21:47.823Z,169041370782300
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:21:47.015Z,169041370701500
"""damo2 @ 9gQ_8P10M1"" checks",2023-07-26T23:21:45.726Z,169041370572600
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:21:44.572Z,169041370457200
"Flop:  [3♦, 4♣, 8♣]",2023-07-26T23:21:41.687Z,169041370168700
"""damo @ VUdv-wN0K4"" calls 60",2023-07-26T23:21:40.819Z,169041370081900
